epoch,accuracy,loss,val_accuracy,val_loss
0,0.4936928451061249,1.388276219367981,0.5054622888565063,1.3559867143630981
1,0.5120692849159241,1.3383398056030273,0.5066680908203125,1.3499741554260254
2,0.5232664346694946,1.3089776039123535,0.5091157555580139,1.3490643501281738
3,0.5318971276283264,1.285108208656311,0.5063441395759583,1.352402925491333
